!CSV A.01.01
!Keysight Technologies,N5224A,MY51441075,A.10.49.11
!Date: Saturday, November 26, 2022 12:56:54
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),S21(DB),S21(DEG)
8337000000,-30.587885,135.53688
8338000000,-30.588335,133.12633
8339000000,-30.588749,130.71561
8340000000,-30.589378,128.30548
8341000000,-30.590046,125.89476
8342000000,-30.590675,123.48434
8343000000,-30.591221,121.07129
8344000000,-30.591883,118.6595
8345000000,-30.592279,116.24734
8346000000,-30.592958,113.83601
8347000000,-30.593573,111.42384
8348000000,-30.594316,109.01384
8349000000,-30.594841,106.60383
8350000000,-30.59557,104.19067
8351000000,-30.596054,101.77794
8352000000,-30.596741,99.364281
8353000000,-30.597292,96.951569
8354000000,-30.598053,94.540031
8355000000,-30.598957,92.127991
8356000000,-30.599997,89.71537
8357000000,-30.600653,87.303902
8358000000,-30.601242,84.89093
8359000000,-30.602037,82.479553
8360000000,-30.602842,80.066788
8361000000,-30.603504,77.654129
8362000000,-30.604015,75.241302
8363000000,-30.604679,72.827423
8364000000,-30.605227,70.415054
8365000000,-30.606081,68.002594
8366000000,-30.606766,65.59156
8367000000,-30.607491,63.178761
8368000000,-30.608425,60.767899
8369000000,-30.609228,58.356281
8370000000,-30.610077,55.946129
8371000000,-30.611034,53.53635
8372000000,-30.611557,51.128101
8373000000,-30.612442,48.717789
8374000000,-30.61314,46.310299
8375000000,-30.613794,43.901176
8376000000,-30.614531,41.493488
8377000000,-30.615244,39.085609
8378000000,-30.616056,36.678238
8379000000,-30.616791,34.271557
8380000000,-30.617632,31.863913
8381000000,-30.618584,29.456032
8382000000,-30.619074,27.050987
8383000000,-30.619755,24.643957
8384000000,-30.620699,22.236584
8385000000,-30.621576,19.828714
8386000000,-30.622425,17.42103
8387000000,-30.623358,15.014441
8388000000,-30.624237,12.606653
8389000000,-30.625088,10.19749
8390000000,-30.6257,7.7900357
8391000000,-30.626541,5.3823752
8392000000,-30.627106,2.973099
8393000000,-30.627815,0.56369299
8394000000,-30.628433,-1.8459098
8395000000,-30.629217,-4.2556114
8396000000,-30.630131,-6.6639075
8397000000,-30.631155,-9.0732002
8398000000,-30.632221,-11.484735
8399000000,-30.633076,-13.894041
8400000000,-30.633804,-16.30319
8401000000,-30.634398,-18.714033
8402000000,-30.635283,-21.124407
8403000000,-30.636204,-23.535547
8404000000,-30.636847,-25.945608
8405000000,-30.637856,-28.357065
8406000000,-30.638655,-30.768066
8407000000,-30.639492,-33.17857
8408000000,-30.640297,-35.59145
8409000000,-30.641022,-38.005421
8410000000,-30.641752,-40.418972
8411000000,-30.642551,-42.83036
8412000000,-30.64308,-45.243847
8413000000,-30.643818,-47.656418
8414000000,-30.644152,-50.067417
8415000000,-30.644981,-52.479965
8416000000,-30.645596,-54.892403
8417000000,-30.646338,-57.303997
8418000000,-30.646912,-59.717388
8419000000,-30.647415,-62.129944
8420000000,-30.647823,-64.542389
8421000000,-30.648287,-66.955025
8422000000,-30.648861,-69.368088
8423000000,-30.649508,-71.779518
8424000000,-30.649879,-74.19165
8425000000,-30.650158,-76.604004
8426000000,-30.650724,-79.015808
8427000000,-30.65111,-81.42704
8428000000,-30.651663,-83.839752
8429000000,-30.652172,-86.253609
8430000000,-30.652744,-88.668442
8431000000,-30.653412,-91.081436
8432000000,-30.654135,-93.495934
8433000000,-30.654661,-95.908607
8434000000,-30.655085,-98.322525
8435000000,-30.655815,-100.73648
8436000000,-30.656206,-103.14883
8437000000,-30.656677,-105.56353
8438000000,-30.657116,-107.97821
8439000000,-30.657694,-110.39247
8440000000,-30.657974,-112.80653
8441000000,-30.658649,-115.22177
8442000000,-30.65909,-117.63644
8443000000,-30.659781,-120.05128
8444000000,-30.660524,-122.46502
8445000000,-30.66114,-124.88036
8446000000,-30.661785,-127.29489
8447000000,-30.662561,-129.71107
8448000000,-30.663242,-132.1273
8449000000,-30.664124,-134.54369
8450000000,-30.66498,-136.95903
8451000000,-30.665802,-139.37602
8452000000,-30.666849,-141.79341
8453000000,-30.667896,-144.2115
8454000000,-30.668852,-146.63
8455000000,-30.669893,-149.0481
8456000000,-30.671116,-151.46742
8457000000,-30.672411,-153.88478
8458000000,-30.673578,-156.3024
8459000000,-30.674702,-158.71973
8460000000,-30.676062,-161.13739
8461000000,-30.677437,-163.55377
8462000000,-30.678862,-165.97331
8463000000,-30.680191,-168.39191
8464000000,-30.681826,-170.81049
8465000000,-30.683538,-173.22961
8466000000,-30.685246,-175.64902
8467000000,-30.686922,-178.06714
8468000000,-30.688839,179.51219
8469000000,-30.690968,177.09276
8470000000,-30.692751,174.6745
8471000000,-30.694908,172.2589
8472000000,-30.696644,169.84062
8473000000,-30.698406,167.42371
8474000000,-30.700455,165.0047
8475000000,-30.702372,162.5873
8476000000,-30.704252,160.16978
8477000000,-30.706203,157.7531
8478000000,-30.708323,155.33612
8479000000,-30.710629,152.92059
8480000000,-30.712809,150.50549
8481000000,-30.714928,148.09021
8482000000,-30.71715,145.67401
8483000000,-30.719429,143.26012
8484000000,-30.72146,140.84506
8485000000,-30.723749,138.43056
8486000000,-30.725861,136.01691
8487000000,-30.727922,133.60229
8488000000,-30.729887,131.19092
8489000000,-30.731884,128.77832
8490000000,-30.733952,126.36611
8491000000,-30.735937,123.95305
8492000000,-30.738005,121.54068
8493000000,-30.739832,119.12962
8494000000,-30.741844,116.72012
8495000000,-30.743954,114.3107
8496000000,-30.74597,111.90221
8497000000,-30.747614,109.49444
8498000000,-30.749462,107.08612
8499000000,-30.751144,104.67609
8500000000,-30.753258,102.26707
8501000000,-30.755188,99.859581
8502000000,-30.756933,97.452515
8503000000,-30.758696,95.044502
8504000000,-30.760221,92.636467
8505000000,-30.761856,90.228218
8506000000,-30.763439,87.820457
8507000000,-30.764788,85.412132
8508000000,-30.766573,83.004158
8509000000,-30.76824,80.595856
8510000000,-30.7698,78.187225
8511000000,-30.771286,75.777794
8512000000,-30.772888,73.369446
8513000000,-30.774626,70.961861
8514000000,-30.776205,68.554337
8515000000,-30.777945,66.145859
8516000000,-30.779322,63.735447
8517000000,-30.780802,61.326035
8518000000,-30.782171,58.916046
8519000000,-30.78364,56.504498
8520000000,-30.785246,54.092438
8521000000,-30.786634,51.680508
8522000000,-30.788025,49.268005
8523000000,-30.789892,46.853748
8524000000,-30.791346,44.441513
8525000000,-30.793085,42.027657
8526000000,-30.794727,39.613541
8527000000,-30.796356,37.199013
8528000000,-30.798145,34.784256
8529000000,-30.799847,32.367779
8530000000,-30.801702,29.951958
8531000000,-30.80336,27.53763
8532000000,-30.805161,25.121647
8533000000,-30.807077,22.704958
8534000000,-30.809021,20.289492
8535000000,-30.810699,17.874348
8536000000,-30.812422,15.460894
8537000000,-30.814243,13.047976
8538000000,-30.816153,10.633382
8539000000,-30.818024,8.2205515
8540000000,-30.819832,5.8075433
8541000000,-30.822084,3.393775
8542000000,-30.824175,0.9813031
8543000000,-30.826323,-1.4319029
8544000000,-30.828688,-3.8438153
8545000000,-30.83091,-6.2569022
8546000000,-30.833136,-8.6688347
8547000000,-30.835529,-11.080666
8548000000,-30.83782,-13.49037
8549000000,-30.839996,-15.899585
8550000000,-30.842705,-18.309532
8551000000,-30.845566,-20.719301
8552000000,-30.848501,-23.127388
8553000000,-30.850952,-25.536489
8554000000,-30.853598,-27.944185
8555000000,-30.856514,-30.351698
8556000000,-30.859367,-32.758808
8557000000,-30.862314,-35.165794
8558000000,-30.865021,-37.571503
8559000000,-30.868008,-39.976658
8560000000,-30.87101,-42.381618
8561000000,-30.874016,-44.785942
8562000000,-30.8771,-47.19157
8563000000,-30.880085,-49.594307
8564000000,-30.883257,-51.996994
8565000000,-30.886549,-54.401192
8566000000,-30.889235,-56.803444
8567000000,-30.892324,-59.206135
8568000000,-30.895435,-61.608238
8569000000,-30.898344,-64.009789
8570000000,-30.9016,-66.41095
8571000000,-30.904671,-68.81237
8572000000,-30.9079,-71.212967
8573000000,-30.910875,-73.612854
8574000000,-30.913975,-76.014336
8575000000,-30.916842,-78.415062
8576000000,-30.920086,-80.815269
8577000000,-30.922768,-83.216003
8578000000,-30.925457,-85.616043
8579000000,-30.928236,-88.016075
8580000000,-30.930937,-90.414818
8581000000,-30.933504,-92.813202
8582000000,-30.935963,-95.213905
8583000000,-30.938292,-97.612198
8584000000,-30.940569,-100.01128
8585000000,-30.942852,-102.4099
8586000000,-30.945196,-104.80954
8587000000,-30.947666,-107.20815
8588000000,-30.949875,-109.60671
8589000000,-30.951778,-112.00552
8590000000,-30.954081,-114.4033
8591000000,-30.95619,-116.80228
8592000000,-30.958099,-119.20071
8593000000,-30.960093,-121.59962
8594000000,-30.961966,-124.00018
8595000000,-30.964008,-126.4014
8596000000,-30.965906,-128.80202
8597000000,-30.967598,-131.20348
8598000000,-30.96944,-133.60352
8599000000,-30.971239,-136.00305
8600000000,-30.972813,-138.40399
8601000000,-30.974546,-140.80441
8602000000,-30.976189,-143.20514
8603000000,-30.977655,-145.60609
8604000000,-30.979124,-148.00587
8605000000,-30.980757,-150.40718
8606000000,-30.982311,-152.80724
8607000000,-30.983864,-155.20689
8608000000,-30.985313,-157.60863
8609000000,-30.986769,-160.01073
8610000000,-30.988251,-162.41086
8611000000,-30.989712,-164.81105
8612000000,-30.991299,-167.21349
8613000000,-30.992968,-169.61311
8614000000,-30.994654,-172.01344
8615000000,-30.996275,-174.41479
8616000000,-30.997862,-176.81378
8617000000,-30.999432,-179.21281
8618000000,-31.001326,178.3895
8619000000,-31.003035,175.99184
8620000000,-31.004658,173.59505
8621000000,-31.006788,171.19875
8622000000,-31.008615,168.80147
8623000000,-31.010721,166.40506
8624000000,-31.012747,164.00755
8625000000,-31.014639,161.61201
8626000000,-31.016766,159.21461
8627000000,-31.018574,156.8194
8628000000,-31.020927,154.4238
8629000000,-31.023001,152.02803
8630000000,-31.024977,149.63376
8631000000,-31.027037,147.23843
8632000000,-31.02907,144.84396
8633000000,-31.030994,142.45007
8634000000,-31.033127,140.05627
8635000000,-31.035286,137.66226
8636000000,-31.037493,135.2684
8637000000,-31.039677,132.87653
8638000000,-31.041899,130.48471
8639000000,-31.044178,128.08992
8640000000,-31.046608,125.69809
8641000000,-31.048944,123.30759
8642000000,-31.051128,120.91657
8643000000,-31.053423,118.52596
8644000000,-31.055677,116.13375
8645000000,-31.057636,113.74212
8646000000,-31.059525,111.34898
8647000000,-31.061306,108.95696
8648000000,-31.063223,106.56302
8649000000,-31.065226,104.17031
8650000000,-31.067125,101.78014
8651000000,-31.068691,99.38887
8652000000,-31.070107,96.995949
8653000000,-31.0716,94.605057
8654000000,-31.07303,92.214844
8655000000,-31.07452,89.823456
8656000000,-31.075727,87.433189
8657000000,-31.076887,85.042038
8658000000,-31.078129,82.650688
8659000000,-31.07917,80.259293
8660000000,-31.080397,77.870178
8661000000,-31.081408,75.480568
8662000000,-31.082432,73.090767
8663000000,-31.083235,70.701027
8664000000,-31.083862,68.309235
8665000000,-31.084808,65.919029
8666000000,-31.085567,63.52919
8667000000,-31.086525,61.139442
8668000000,-31.087385,58.748562
8669000000,-31.088255,56.359756
8670000000,-31.089027,53.969707
8671000000,-31.089613,51.582043
8672000000,-31.09029,49.19228
8673000000,-31.090994,46.803616
8674000000,-31.091724,44.414165
8675000000,-31.092424,42.025291
8676000000,-31.093193,39.635841
8677000000,-31.094,37.247303
8678000000,-31.094568,34.857597
8679000000,-31.094963,32.468502
8680000000,-31.095516,30.079876
8681000000,-31.096151,27.693024
8682000000,-31.096584,25.303761
8683000000,-31.097143,22.914227
8684000000,-31.097713,20.525175
8685000000,-31.098228,18.136799
8686000000,-31.098738,15.748086
8687000000,-31.099319,13.356987
8688000000,-31.099768,10.966548
8689000000,-31.100292,8.5782204
8690000000,-31.100729,6.1873627
8691000000,-31.101479,3.7975717
8692000000,-31.101833,1.4074082
8693000000,-31.102211,-0.98344618
8694000000,-31.102776,-3.3734169
8695000000,-31.102961,-5.7651992
8696000000,-31.103518,-8.1566591
8697000000,-31.103662,-10.548559
8698000000,-31.103651,-12.939634
8699000000,-31.10363,-15.332478
8700000000,-31.103884,-17.724348
8701000000,-31.103724,-20.118025
8702000000,-31.103563,-22.509922
8703000000,-31.10335,-24.902485
8704000000,-31.103443,-27.294817
8705000000,-31.10318,-29.687929
8706000000,-31.102869,-32.080505
8707000000,-31.102583,-34.473225
8708000000,-31.102236,-36.865887
8709000000,-31.101967,-39.259312
8710000000,-31.101505,-41.651852
8711000000,-31.101093,-44.043175
8712000000,-31.100666,-46.437332
8713000000,-31.100233,-48.830273
8714000000,-31.099991,-51.224766
8715000000,-31.099422,-53.617229
8716000000,-31.098881,-56.011471
8717000000,-31.098555,-58.405998
8718000000,-31.098127,-60.799572
8719000000,-31.097626,-63.194229
8720000000,-31.097345,-65.588837
8721000000,-31.09693,-67.984764
8722000000,-31.096468,-70.378342
8723000000,-31.095963,-72.771622
8724000000,-31.095695,-75.166512
8725000000,-31.09528,-77.560432
8726000000,-31.094982,-79.955673
8727000000,-31.094629,-82.350304
8728000000,-31.094503,-84.745186
8729000000,-31.094358,-87.140755
8730000000,-31.094112,-89.534607
8731000000,-31.093861,-91.93029
8732000000,-31.093706,-94.324234
8733000000,-31.09354,-96.718964
8734000000,-31.09355,-99.11351
8735000000,-31.093536,-101.50726
8736000000,-31.093784,-103.9014
8737000000,-31.093693,-106.29503
8738000000,-31.093868,-108.68806
8739000000,-31.093895,-111.0806
8740000000,-31.094028,-113.4727
8741000000,-31.093948,-115.86668
8742000000,-31.094225,-118.25854
8743000000,-31.094461,-120.65043
8744000000,-31.094517,-123.04234
8745000000,-31.094627,-125.43262
8746000000,-31.094667,-127.8232
8747000000,-31.094709,-130.21483
8748000000,-31.095037,-132.60466
8749000000,-31.095291,-134.99451
8750000000,-31.095299,-137.38411
8751000000,-31.095333,-139.77284
8752000000,-31.095394,-142.16312
8753000000,-31.09569,-144.55151
8754000000,-31.095789,-146.94211
8755000000,-31.095627,-149.33209
8756000000,-31.095367,-151.72029
8757000000,-31.095018,-154.11067
8758000000,-31.094669,-156.50002
8759000000,-31.094162,-158.88853
8760000000,-31.094213,-161.2775
8761000000,-31.093939,-163.66696
8762000000,-31.093555,-166.05643
8763000000,-31.09292,-168.44621
8764000000,-31.091957,-170.83481
8765000000,-31.091179,-173.22379
8766000000,-31.090174,-175.61226
8767000000,-31.089199,-178.00269
8768000000,-31.087919,179.6068
8769000000,-31.086369,177.21457
8770000000,-31.08478,174.82237
8771000000,-31.083265,172.4319
8772000000,-31.081762,170.039
8773000000,-31.080172,167.64569
8774000000,-31.078562,165.25443
8775000000,-31.076792,162.86295
8776000000,-31.074898,160.46939
8777000000,-31.072683,158.07697
8778000000,-31.070723,155.68304
8779000000,-31.068542,153.28914
8780000000,-31.066435,150.89653
8781000000,-31.064299,148.50092
8782000000,-31.062004,146.10695
8783000000,-31.059895,143.71158
8784000000,-31.05772,141.31563
8785000000,-31.055559,138.92006
8786000000,-31.053545,136.52434
8787000000,-31.051271,134.13031
8788000000,-31.048983,131.73317
8789000000,-31.046831,129.33601
8790000000,-31.044638,126.93982
8791000000,-31.042332,124.54103
8792000000,-31.039925,122.14098
8793000000,-31.037975,119.74265
8794000000,-31.035776,117.34332
8795000000,-31.033567,114.9453
8796000000,-31.031443,112.54617
8797000000,-31.029476,110.14751
8798000000,-31.027779,107.74829
8799000000,-31.026047,105.34805
8800000000,-31.024342,102.94978
8801000000,-31.022657,100.55077
8802000000,-31.021219,98.150421
8803000000,-31.019886,95.751518
8804000000,-31.018461,93.351662
8805000000,-31.017241,90.953018
8806000000,-31.015881,88.554184
8807000000,-31.014833,86.152092
8808000000,-31.013838,83.751579
8809000000,-31.012877,81.350563
8810000000,-31.012024,78.95182
8811000000,-31.010778,76.552399
8812000000,-31.009815,74.15081
8813000000,-31.008978,71.750954
8814000000,-31.008419,69.352203
8815000000,-31.007566,66.953613
8816000000,-31.00667,64.553299
8817000000,-31.005821,62.154648
8818000000,-31.004982,59.756512
8819000000,-31.004091,57.359531
8820000000,-31.003277,54.960907
8821000000,-31.002378,52.563774
8822000000,-31.001581,50.165752
8823000000,-31.000677,47.768078
8824000000,-30.999722,45.370369
8825000000,-30.998659,42.974129
8826000000,-30.997644,40.576599
8827000000,-30.996431,38.179665
8828000000,-30.995144,35.78413
8829000000,-30.993963,33.390339
8830000000,-30.99292,30.995453
8831000000,-30.991732,28.602636
8832000000,-30.990211,26.205641
8833000000,-30.989067,23.811405
8834000000,-30.987633,21.418327
8835000000,-30.986238,19.024204
8836000000,-30.984642,16.630919
8837000000,-30.983158,14.237048
8838000000,-30.981253,11.845259
8839000000,-30.979506,9.4530506
8840000000,-30.977625,7.0607653
8841000000,-30.975739,4.6690521
8842000000,-30.973459,2.2769287
8843000000,-30.971317,-0.11436161
8844000000,-30.969023,-2.5066831
8845000000,-30.966692,-4.897625
8846000000,-30.96431,-7.2866483
8847000000,-30.961773,-9.6749649
8848000000,-30.959208,-12.063743
8849000000,-30.95669,-14.453968
8850000000,-30.954128,-16.842958
8851000000,-30.951374,-19.232668
8852000000,-30.948643,-21.620171
8853000000,-30.94577,-24.00939
8854000000,-30.942766,-26.400051
8855000000,-30.939789,-28.789938
8856000000,-30.937044,-31.179308
8857000000,-30.933746,-33.570671
8858000000,-30.930689,-35.961349
8859000000,-30.92765,-38.351643
8860000000,-30.924479,-40.742355
8861000000,-30.921354,-43.134052
8862000000,-30.918123,-45.526764
8863000000,-30.914881,-47.918728
8864000000,-30.911692,-50.311459
8865000000,-30.908337,-52.703365
8866000000,-30.904953,-55.099091
8867000000,-30.901661,-57.494244
8868000000,-30.898167,-59.889332
8869000000,-30.894732,-62.285015
8870000000,-30.891314,-64.679207
8871000000,-30.887867,-67.074028
8872000000,-30.884401,-69.468994
8873000000,-30.880787,-71.865524
8874000000,-30.877308,-74.264969
8875000000,-30.873648,-76.665253
8876000000,-30.869978,-79.064903
8877000000,-30.866396,-81.463333
8878000000,-30.862946,-83.862732
8879000000,-30.859198,-86.263573
8880000000,-30.855644,-88.664459
8881000000,-30.852156,-91.06707
8882000000,-30.84874,-93.468414
8883000000,-30.844995,-95.872131
8884000000,-30.841637,-98.275566
8885000000,-30.838005,-100.67815
8886000000,-30.834576,-103.08302
8887000000,-30.830889,-105.48815
8888000000,-30.827494,-107.89111
8889000000,-30.823814,-110.29805
8890000000,-30.820568,-112.70567
8891000000,-30.817276,-115.11227
8892000000,-30.814064,-117.51781
8893000000,-30.810442,-119.92496
8894000000,-30.807291,-122.33192
8895000000,-30.804142,-124.73872
8896000000,-30.800781,-127.14627
8897000000,-30.797516,-129.55388
8898000000,-30.794647,-131.96172
8899000000,-30.791557,-134.36879
8900000000,-30.788391,-136.77745
8901000000,-30.785486,-139.18513
8902000000,-30.782614,-141.59315
8903000000,-30.779589,-143.99959
8904000000,-30.776653,-146.40688
8905000000,-30.773504,-148.81206
8906000000,-30.770615,-151.21808
8907000000,-30.767727,-153.62439
8908000000,-30.764805,-156.02966
8909000000,-30.762028,-158.43605
8910000000,-30.759338,-160.84154
8911000000,-30.756365,-163.24608
8912000000,-30.753477,-165.65167
8913000000,-30.750624,-168.05573
8914000000,-30.747696,-170.46039
8915000000,-30.745226,-172.86665
8916000000,-30.742653,-175.2711
8917000000,-30.739769,-177.67496
8918000000,-30.736811,179.92137
8919000000,-30.734257,177.51805
8920000000,-30.731794,175.11504
8921000000,-30.729088,172.71057
8922000000,-30.726355,170.30562
8923000000,-30.723267,167.90096
8924000000,-30.720404,165.49632
8925000000,-30.717308,163.08977
8926000000,-30.714216,160.6826
8927000000,-30.711329,158.27922
8928000000,-30.708429,155.8727
8929000000,-30.705616,153.46736
8930000000,-30.702456,151.06053
8931000000,-30.699432,148.65274
8932000000,-30.696285,146.244
8933000000,-30.693302,143.83578
8934000000,-30.690075,141.42755
8935000000,-30.686668,139.01982
8936000000,-30.682997,136.60968
8937000000,-30.679409,134.2018
8938000000,-30.675901,131.78995
8939000000,-30.672363,129.37877
8940000000,-30.668591,126.96786
8941000000,-30.6651,124.55824
8942000000,-30.661489,122.14881
8943000000,-30.657866,119.73778
8944000000,-30.653917,117.32697
8945000000,-30.650183,114.91383
8946000000,-30.646559,112.50133
8947000000,-30.642946,110.08805
8948000000,-30.639103,107.67592
8949000000,-30.63533,105.26274
8950000000,-30.631386,102.85143
8951000000,-30.627375,100.43714
8952000000,-30.623474,98.021248
8953000000,-30.619686,95.60704
8954000000,-30.615829,93.191864
8955000000,-30.612122,90.776245
8956000000,-30.608118,88.360634
8957000000,-30.604382,85.945717
8958000000,-30.600533,83.531326
8959000000,-30.596588,81.11541
8960000000,-30.592646,78.700615
8961000000,-30.58885,76.284325
8962000000,-30.585402,73.867355
8963000000,-30.581472,71.451591
8964000000,-30.577803,69.035149
8965000000,-30.573957,66.615761
8966000000,-30.57019,64.196404
8967000000,-30.566483,61.778004
8968000000,-30.562927,59.359257
8969000000,-30.559204,56.939953
8970000000,-30.555494,54.51852
8971000000,-30.551977,52.097218
8972000000,-30.548193,49.676556
8973000000,-30.544607,47.254395
8974000000,-30.541119,44.833206
8975000000,-30.537546,42.411793
8976000000,-30.533993,39.991142
8977000000,-30.530493,37.569649
8978000000,-30.527222,35.14677
8979000000,-30.523903,32.722771
8980000000,-30.520607,30.297812
8981000000,-30.517124,27.873001
8982000000,-30.513691,25.446318
8983000000,-30.510502,23.021463
8984000000,-30.507238,20.595242
8985000000,-30.504084,18.166201
8986000000,-30.500786,15.739614
8987000000,-30.497667,13.311074
8988000000,-30.494503,10.883586
8989000000,-30.491537,8.4551992
8990000000,-30.48848,6.0252557
8991000000,-30.48543,3.594677
8992000000,-30.482489,1.164744
8993000000,-30.479752,-1.2662888
8994000000,-30.476633,-3.6988113
8995000000,-30.474079,-6.1293669
8996000000,-30.471382,-8.5614586
8997000000,-30.468737,-10.994419
8998000000,-30.466133,-13.427096
8999000000,-30.463726,-15.860375
9000000000,-30.461191,-18.293022
9001000000,-30.458635,-20.725742
9002000000,-30.456264,-23.159739
9003000000,-30.453789,-25.59511
9004000000,-30.451448,-28.029507
9005000000,-30.449213,-30.462702
9006000000,-30.446865,-32.895706
9007000000,-30.444386,-35.329834
9008000000,-30.442398,-37.764801
9009000000,-30.440248,-40.198505
9010000000,-30.437992,-42.634338
9011000000,-30.43597,-45.069084
9012000000,-30.434116,-47.502625
9013000000,-30.432112,-49.936222
9014000000,-30.43026,-52.369614
9015000000,-30.428089,-54.803986
9016000000,-30.426117,-57.238384
9017000000,-30.424149,-59.671799
9018000000,-30.422129,-62.102867
9019000000,-30.420168,-64.534554
9020000000,-30.418303,-66.967445
9021000000,-30.41641,-69.399925
9022000000,-30.414568,-71.832436
9023000000,-30.412689,-74.263634
9024000000,-30.410873,-76.696556
9025000000,-30.409084,-79.127281
9026000000,-30.4074,-81.55719
9027000000,-30.405678,-83.988579
9028000000,-30.40403,-86.420624
9029000000,-30.402122,-88.852516
9030000000,-30.40061,-91.282616
9031000000,-30.398876,-93.712761
9032000000,-30.397264,-96.141876
9033000000,-30.395599,-98.571541
9034000000,-30.394173,-101.00098
9035000000,-30.392534,-103.43075
9036000000,-30.391241,-105.86147
9037000000,-30.38958,-108.29172
9038000000,-30.388203,-110.72167
9039000000,-30.386492,-113.15327
9040000000,-30.384892,-115.58327
9041000000,-30.383335,-118.01263
9042000000,-30.381973,-120.4418
9043000000,-30.380501,-122.87326
9044000000,-30.379141,-125.3035
9045000000,-30.37764,-127.73477
9046000000,-30.376318,-130.16522
9047000000,-30.375227,-132.59584
9048000000,-30.374046,-135.02626
9049000000,-30.372675,-137.45667
9050000000,-30.371458,-139.88858
9051000000,-30.370209,-142.32016
9052000000,-30.369164,-144.75438
9053000000,-30.367929,-147.18591
9054000000,-30.366991,-149.61928
9055000000,-30.365602,-152.05257
9056000000,-30.364843,-154.48631
9057000000,-30.364061,-156.91907
9058000000,-30.363211,-159.35268
9059000000,-30.362497,-161.78647
9060000000,-30.361555,-164.2193
9061000000,-30.360847,-166.65352
9062000000,-30.360069,-169.08821
9063000000,-30.359257,-171.52336
9064000000,-30.358597,-173.9595
9065000000,-30.358027,-176.39417
9066000000,-30.356974,-178.8282
9067000000,-30.356016,178.73596
9068000000,-30.355526,176.2997
9069000000,-30.355043,173.86473
9070000000,-30.354557,171.42908
9071000000,-30.354071,168.99303
9072000000,-30.353739,166.55991
9073000000,-30.352985,164.12627
9074000000,-30.352369,161.69279
9075000000,-30.351812,159.25862
9076000000,-30.351505,156.82538
9077000000,-30.351337,154.39336
9078000000,-30.350969,151.9586
9079000000,-30.350691,149.52687
9080000000,-30.350361,147.09332
9081000000,-30.350096,144.66118
9082000000,-30.34973,142.22839
9083000000,-30.349308,139.79834
9084000000,-30.348938,137.36665
9085000000,-30.34868,134.93649
9086000000,-30.348751,132.50388
9087000000,-30.348957,130.07239
9088000000,-30.349098,127.63987
9089000000,-30.349232,125.20959
9090000000,-30.34936,122.78003
9091000000,-30.349598,120.34832
9092000000,-30.349918,117.91587
9093000000,-30.350386,115.48386
9094000000,-30.350929,113.05286
9095000000,-30.351482,110.61876
9096000000,-30.351873,108.18745
9097000000,-30.352291,105.75444
9098000000,-30.352896,103.32345
9099000000,-30.353893,100.89003
9100000000,-30.354427,98.458199
9101000000,-30.355322,96.025146
9102000000,-30.355846,93.592682
9103000000,-30.35681,91.161118
9104000000,-30.357632,88.728676
9105000000,-30.358467,86.29689
9106000000,-30.359278,83.865448
9107000000,-30.360573,81.431541
9108000000,-30.361719,78.995857
9109000000,-30.362858,76.56118
9110000000,-30.36409,74.129051
9111000000,-30.365442,71.696869
9112000000,-30.366749,69.262924
9113000000,-30.36817,66.828178
9114000000,-30.369904,64.395599
9115000000,-30.371313,61.962227
9116000000,-30.372843,59.531204
9117000000,-30.37464,57.100113
9118000000,-30.376627,54.668209
9119000000,-30.378378,52.237049
9120000000,-30.380194,49.806015
9121000000,-30.38237,47.375187
9122000000,-30.38409,44.944683
9123000000,-30.386137,42.514622
9124000000,-30.388338,40.085052
9125000000,-30.390484,37.653904
9126000000,-30.392502,35.223454
9127000000,-30.394508,32.792469
9128000000,-30.396603,30.362701
9129000000,-30.398647,27.934017
9130000000,-30.400736,25.505026
9131000000,-30.402916,23.077339
9132000000,-30.405228,20.650562
9133000000,-30.407633,18.222776
9134000000,-30.409945,15.795585
9135000000,-30.411964,13.369121
9136000000,-30.414072,10.946378
9137000000,-30.416298,8.5204687
9138000000,-30.418365,6.0952935
9139000000,-30.420395,3.6710441
9140000000,-30.422525,1.2465662
9141000000,-30.424582,-1.1766508
9142000000,-30.426731,-3.6007457
9143000000,-30.428919,-6.0240064
9144000000,-30.43095,-8.4465599
9145000000,-30.433107,-10.869182
9146000000,-30.434933,-13.290133
9147000000,-30.436766,-15.711989
9148000000,-30.43869,-18.135714
9149000000,-30.440565,-20.558502
9150000000,-30.442472,-22.978722
9151000000,-30.444199,-25.400072
9152000000,-30.446026,-27.82287
9153000000,-30.447906,-30.244102
9154000000,-30.449503,-32.663582
9155000000,-30.451214,-35.086941
9156000000,-30.453098,-37.508598
9157000000,-30.454956,-39.931416
9158000000,-30.456863,-42.354755
9159000000,-30.45875,-44.775631
9160000000,-30.460503,-47.199341
9161000000,-30.462458,-49.620144
9162000000,-30.464376,-52.042519
9163000000,-30.466257,-54.465591
9164000000,-30.468346,-56.889732
9165000000,-30.469994,-59.314018
9166000000,-30.472166,-61.738258
9167000000,-30.474279,-64.16291
9168000000,-30.476601,-66.587112
9169000000,-30.478951,-69.013008
9170000000,-30.481297,-71.439568
9171000000,-30.483673,-73.86544
9172000000,-30.485943,-76.292091
9173000000,-30.48842,-78.719864
9174000000,-30.490698,-81.146957
9175000000,-30.493349,-83.574089
9176000000,-30.495893,-86.001579
